reading lang.rbnf
OK
check syntax and markup RBNF tokens
OK
RBNF tokens: 337
LEVEL_17:name:39 46:EXCLUDE_OFF:0:0
LEVEL_17:name:39 TRUE
LEVEL_16:factor:323 TRUE
LEVEL_15:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_16:mul_div:112 entry 115
LEVEL_16:mul_div:112 115:"*":0:118 = "then":328 FALSE
LEVEL_16:mul_div:112 118:"/":0:0 = "then":328 FALSE
LEVEL_16:mul_div:112 FALSE
LEVEL_15:term:311 TRUE
LEVEL_14:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_15:plus_minus:102 entry 105
LEVEL_15:plus_minus:102 105:"+":0:108 = "then":328 FALSE
LEVEL_15:plus_minus:102 108:"-":0:0 = "then":328 FALSE
LEVEL_15:plus_minus:102 FALSE
LEVEL_14:expression:294 TRUE
LEVEL_13:condition:275 TRUE
LEVEL_12:operator_content:198 247:"then":249:0 = "then":328 TRUE
LEVEL_12:operator_content:198 249:"operator"-->264 NON_TERMINAL
LEVEL_13:operator:264 entry 269
LEVEL_13:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_14:operator_content:198 entry 204
LEVEL_14:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_15:name:39 entry 42
LEVEL_15:name:39 42:EXCLUDE_ON:44:0
LEVEL_15:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_16:reserved_words:49 entry 52
LEVEL_16:reserved_words:49 52:"const":0:54 = "g":330 FALSE
LEVEL_16:reserved_words:49 54:"var":0:56 = "g":330 FALSE
LEVEL_16:reserved_words:49 56:"procedure":0:58 = "g":330 FALSE
LEVEL_16:reserved_words:49 58:"call":0:60 = "g":330 FALSE
LEVEL_16:reserved_words:49 60:"begin":0:62 = "g":330 FALSE
LEVEL_16:reserved_words:49 62:"end":0:64 = "g":330 FALSE
LEVEL_16:reserved_words:49 64:"if":0:66 = "g":330 FALSE
LEVEL_16:reserved_words:49 66:"then":0:68 = "g":330 FALSE
LEVEL_16:reserved_words:49 68:"while":0:70 = "g":330 FALSE
LEVEL_16:reserved_words:49 70:"do":0:0 = "g":330 FALSE
LEVEL_16:reserved_words:49 FALSE
LEVEL_15:name:39 46:EXCLUDE_OFF:0:0
LEVEL_15:name:39 TRUE
SEMANTIC_TOKEN AT 206: SEM_LET
LEVEL_14:operator_content:198 208:":=":210:0 = ":=":331 SEMANTIC DECODE: SEM_LET=":="
 TRUE
SEMANTIC_TOKEN AT 210: SEM_DONE
LEVEL_14:operator_content:198 212:"expression"-->294 NON_TERMINAL
LEVEL_15:expression:294 entry 298
LEVEL_15:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_16:plus_minus:102 entry 105
LEVEL_16:plus_minus:102 105:"+":0:108 = "g":332 FALSE
LEVEL_16:plus_minus:102 108:"-":0:0 = "g":332 FALSE
LEVEL_16:plus_minus:102 FALSE
LEVEL_15:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_16:term:311 entry 314
LEVEL_16:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_17:factor:323 entry 326
LEVEL_17:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_18:name:39 entry 42
LEVEL_18:name:39 42:EXCLUDE_ON:44:0
LEVEL_18:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_19:reserved_words:49 entry 52
LEVEL_19:reserved_words:49 52:"const":0:54 = "g":332 FALSE
LEVEL_19:reserved_words:49 54:"var":0:56 = "g":332 FALSE
LEVEL_19:reserved_words:49 56:"procedure":0:58 = "g":332 FALSE
LEVEL_19:reserved_words:49 58:"call":0:60 = "g":332 FALSE
LEVEL_19:reserved_words:49 60:"begin":0:62 = "g":332 FALSE
LEVEL_19:reserved_words:49 62:"end":0:64 = "g":332 FALSE
LEVEL_19:reserved_words:49 64:"if":0:66 = "g":332 FALSE
LEVEL_19:reserved_words:49 66:"then":0:68 = "g":332 FALSE
LEVEL_19:reserved_words:49 68:"while":0:70 = "g":332 FALSE
LEVEL_19:reserved_words:49 70:"do":0:0 = "g":332 FALSE
LEVEL_19:reserved_words:49 FALSE
LEVEL_18:name:39 46:EXCLUDE_OFF:0:0
LEVEL_18:name:39 TRUE
LEVEL_17:factor:323 TRUE
LEVEL_16:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_17:mul_div:112 entry 115
LEVEL_17:mul_div:112 115:"*":0:118 = "-":333 FALSE
LEVEL_17:mul_div:112 118:"/":0:0 = "-":333 FALSE
LEVEL_17:mul_div:112 FALSE
LEVEL_16:term:311 TRUE
LEVEL_15:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_16:plus_minus:102 entry 105
LEVEL_16:plus_minus:102 105:"+":0:108 = "-":333 FALSE
LEVEL_16:plus_minus:102 108:"-":0:0 = "-":333 TRUE
LEVEL_16:plus_minus:102 TRUE
LEVEL_15:expression:294 307:"term"-->311 NON_TERMINAL
LEVEL_16:term:311 entry 314
LEVEL_16:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_17:factor:323 entry 326
LEVEL_17:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_18:name:39 entry 42
LEVEL_18:name:39 42:EXCLUDE_ON:44:0
LEVEL_18:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_19:reserved_words:49 entry 52
LEVEL_19:reserved_words:49 52:"const":0:54 = "f":334 FALSE
LEVEL_19:reserved_words:49 54:"var":0:56 = "f":334 FALSE
LEVEL_19:reserved_words:49 56:"procedure":0:58 = "f":334 FALSE
LEVEL_19:reserved_words:49 58:"call":0:60 = "f":334 FALSE
LEVEL_19:reserved_words:49 60:"begin":0:62 = "f":334 FALSE
LEVEL_19:reserved_words:49 62:"end":0:64 = "f":334 FALSE
LEVEL_19:reserved_words:49 64:"if":0:66 = "f":334 FALSE
LEVEL_19:reserved_words:49 66:"then":0:68 = "f":334 FALSE
LEVEL_19:reserved_words:49 68:"while":0:70 = "f":334 FALSE
LEVEL_19:reserved_words:49 70:"do":0:0 = "f":334 FALSE
LEVEL_19:reserved_words:49 FALSE
LEVEL_18:name:39 46:EXCLUDE_OFF:0:0
LEVEL_18:name:39 TRUE
LEVEL_17:factor:323 TRUE
LEVEL_16:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_17:mul_div:112 entry 115
LEVEL_17:mul_div:112 115:"*":0:118 = ";":335 FALSE
LEVEL_17:mul_div:112 118:"/":0:0 = ";":335 FALSE
LEVEL_17:mul_div:112 FALSE
LEVEL_16:term:311 TRUE
LEVEL_15:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_16:plus_minus:102 entry 105
LEVEL_16:plus_minus:102 105:"+":0:108 = ";":335 FALSE
LEVEL_16:plus_minus:102 108:"-":0:0 = ";":335 FALSE
LEVEL_16:plus_minus:102 FALSE
LEVEL_15:expression:294 TRUE
LEVEL_14:operator_content:198 TRUE
LEVEL_13:operator:264 TRUE
LEVEL_12:operator_content:198 TRUE
LEVEL_11:operator:264 TRUE
LEVEL_10:operator_content:198 233:";":235:238 = ";":335 TRUE
LEVEL_10:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_11:operator:264 entry 269
LEVEL_11:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_12:operator_content:198 entry 204
LEVEL_12:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_13:name:39 entry 42
LEVEL_13:name:39 42:EXCLUDE_ON:44:0
LEVEL_13:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_14:reserved_words:49 entry 52
LEVEL_14:reserved_words:49 52:"const":0:54 = "if":343 FALSE
LEVEL_14:reserved_words:49 54:"var":0:56 = "if":343 FALSE
LEVEL_14:reserved_words:49 56:"procedure":0:58 = "if":343 FALSE
LEVEL_14:reserved_words:49 58:"call":0:60 = "if":343 FALSE
LEVEL_14:reserved_words:49 60:"begin":0:62 = "if":343 FALSE
LEVEL_14:reserved_words:49 62:"end":0:64 = "if":343 FALSE
LEVEL_14:reserved_words:49 64:"if":0:66 = "if":343 TRUE
LEVEL_14:reserved_words:49 TRUE
LEVEL_13:name:39 FALSE
LEVEL_12:operator_content:198 217:"call":219:228 = "if":343 FALSE
LEVEL_12:operator_content:198 228:"begin":230:243 = "if":343 FALSE
LEVEL_12:operator_content:198 243:"if":245:254 = "if":343 TRUE
LEVEL_12:operator_content:198 245:"condition"-->275 NON_TERMINAL
LEVEL_13:condition:275 entry 278
LEVEL_13:condition:275 278:"unary_oper"-->74 NON_TERMINAL
LEVEL_14:unary_oper:74 entry 77
LEVEL_14:unary_oper:74 77:"odd":0:0 = "g":345 FALSE
LEVEL_14:unary_oper:74 FALSE
LEVEL_13:condition:275 286:"expression"-->294 NON_TERMINAL
LEVEL_14:expression:294 entry 298
LEVEL_14:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_15:plus_minus:102 entry 105
LEVEL_15:plus_minus:102 105:"+":0:108 = "g":345 FALSE
LEVEL_15:plus_minus:102 108:"-":0:0 = "g":345 FALSE
LEVEL_15:plus_minus:102 FALSE
LEVEL_14:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_15:term:311 entry 314
LEVEL_15:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_16:factor:323 entry 326
LEVEL_16:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_17:name:39 entry 42
LEVEL_17:name:39 42:EXCLUDE_ON:44:0
LEVEL_17:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_18:reserved_words:49 entry 52
LEVEL_18:reserved_words:49 52:"const":0:54 = "g":345 FALSE
LEVEL_18:reserved_words:49 54:"var":0:56 = "g":345 FALSE
LEVEL_18:reserved_words:49 56:"procedure":0:58 = "g":345 FALSE
LEVEL_18:reserved_words:49 58:"call":0:60 = "g":345 FALSE
LEVEL_18:reserved_words:49 60:"begin":0:62 = "g":345 FALSE
LEVEL_18:reserved_words:49 62:"end":0:64 = "g":345 FALSE
LEVEL_18:reserved_words:49 64:"if":0:66 = "g":345 FALSE
LEVEL_18:reserved_words:49 66:"then":0:68 = "g":345 FALSE
LEVEL_18:reserved_words:49 68:"while":0:70 = "g":345 FALSE
LEVEL_18:reserved_words:49 70:"do":0:0 = "g":345 FALSE
LEVEL_18:reserved_words:49 FALSE
LEVEL_17:name:39 46:EXCLUDE_OFF:0:0
LEVEL_17:name:39 TRUE
LEVEL_16:factor:323 TRUE
LEVEL_15:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_16:mul_div:112 entry 115
LEVEL_16:mul_div:112 115:"*":0:118 = "<":346 FALSE
LEVEL_16:mul_div:112 118:"/":0:0 = "<":346 FALSE
LEVEL_16:mul_div:112 FALSE
LEVEL_15:term:311 TRUE
LEVEL_14:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_15:plus_minus:102 entry 105
LEVEL_15:plus_minus:102 105:"+":0:108 = "<":346 FALSE
LEVEL_15:plus_minus:102 108:"-":0:0 = "<":346 FALSE
LEVEL_15:plus_minus:102 FALSE
LEVEL_14:expression:294 TRUE
LEVEL_13:condition:275 288:"binary_oper"-->80 NON_TERMINAL
LEVEL_14:binary_oper:80 entry 83
LEVEL_14:binary_oper:80 83:"=":0:86 = "<":346 FALSE
LEVEL_14:binary_oper:80 86:"<>":0:89 = "<":346 FALSE
LEVEL_14:binary_oper:80 89:"<":0:92 = "<":346 TRUE
LEVEL_14:binary_oper:80 TRUE
LEVEL_13:condition:275 290:"expression"-->294 NON_TERMINAL
LEVEL_14:expression:294 entry 298
LEVEL_14:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_15:plus_minus:102 entry 105
LEVEL_15:plus_minus:102 105:"+":0:108 = "f":347 FALSE
LEVEL_15:plus_minus:102 108:"-":0:0 = "f":347 FALSE
LEVEL_15:plus_minus:102 FALSE
LEVEL_14:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_15:term:311 entry 314
LEVEL_15:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_16:factor:323 entry 326
LEVEL_16:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_17:name:39 entry 42
LEVEL_17:name:39 42:EXCLUDE_ON:44:0
LEVEL_17:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_18:reserved_words:49 entry 52
LEVEL_18:reserved_words:49 52:"const":0:54 = "f":347 FALSE
LEVEL_18:reserved_words:49 54:"var":0:56 = "f":347 FALSE
LEVEL_18:reserved_words:49 56:"procedure":0:58 = "f":347 FALSE
LEVEL_18:reserved_words:49 58:"call":0:60 = "f":347 FALSE
LEVEL_18:reserved_words:49 60:"begin":0:62 = "f":347 FALSE
LEVEL_18:reserved_words:49 62:"end":0:64 = "f":347 FALSE
LEVEL_18:reserved_words:49 64:"if":0:66 = "f":347 FALSE
LEVEL_18:reserved_words:49 66:"then":0:68 = "f":347 FALSE
LEVEL_18:reserved_words:49 68:"while":0:70 = "f":347 FALSE
LEVEL_18:reserved_words:49 70:"do":0:0 = "f":347 FALSE
LEVEL_18:reserved_words:49 FALSE
LEVEL_17:name:39 46:EXCLUDE_OFF:0:0
LEVEL_17:name:39 TRUE
LEVEL_16:factor:323 TRUE
LEVEL_15:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_16:mul_div:112 entry 115
LEVEL_16:mul_div:112 115:"*":0:118 = "then":349 FALSE
LEVEL_16:mul_div:112 118:"/":0:0 = "then":349 FALSE
LEVEL_16:mul_div:112 FALSE
LEVEL_15:term:311 TRUE
LEVEL_14:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_15:plus_minus:102 entry 105
LEVEL_15:plus_minus:102 105:"+":0:108 = "then":349 FALSE
LEVEL_15:plus_minus:102 108:"-":0:0 = "then":349 FALSE
LEVEL_15:plus_minus:102 FALSE
LEVEL_14:expression:294 TRUE
LEVEL_13:condition:275 TRUE
LEVEL_12:operator_content:198 247:"then":249:0 = "then":349 TRUE
LEVEL_12:operator_content:198 249:"operator"-->264 NON_TERMINAL
LEVEL_13:operator:264 entry 269
LEVEL_13:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_14:operator_content:198 entry 204
LEVEL_14:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_15:name:39 entry 42
LEVEL_15:name:39 42:EXCLUDE_ON:44:0
LEVEL_15:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_16:reserved_words:49 entry 52
LEVEL_16:reserved_words:49 52:"const":0:54 = "f":351 FALSE
LEVEL_16:reserved_words:49 54:"var":0:56 = "f":351 FALSE
LEVEL_16:reserved_words:49 56:"procedure":0:58 = "f":351 FALSE
LEVEL_16:reserved_words:49 58:"call":0:60 = "f":351 FALSE
LEVEL_16:reserved_words:49 60:"begin":0:62 = "f":351 FALSE
LEVEL_16:reserved_words:49 62:"end":0:64 = "f":351 FALSE
LEVEL_16:reserved_words:49 64:"if":0:66 = "f":351 FALSE
LEVEL_16:reserved_words:49 66:"then":0:68 = "f":351 FALSE
LEVEL_16:reserved_words:49 68:"while":0:70 = "f":351 FALSE
LEVEL_16:reserved_words:49 70:"do":0:0 = "f":351 FALSE
LEVEL_16:reserved_words:49 FALSE
LEVEL_15:name:39 46:EXCLUDE_OFF:0:0
LEVEL_15:name:39 TRUE
SEMANTIC_TOKEN AT 206: SEM_LET
LEVEL_14:operator_content:198 208:":=":210:0 = ":=":352 SEMANTIC DECODE: SEM_LET=":="
 TRUE
SEMANTIC_TOKEN AT 210: SEM_DONE
LEVEL_14:operator_content:198 212:"expression"-->294 NON_TERMINAL
LEVEL_15:expression:294 entry 298
LEVEL_15:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_16:plus_minus:102 entry 105
LEVEL_16:plus_minus:102 105:"+":0:108 = "f":353 FALSE
LEVEL_16:plus_minus:102 108:"-":0:0 = "f":353 FALSE
LEVEL_16:plus_minus:102 FALSE
LEVEL_15:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_16:term:311 entry 314
LEVEL_16:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_17:factor:323 entry 326
LEVEL_17:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_18:name:39 entry 42
LEVEL_18:name:39 42:EXCLUDE_ON:44:0
LEVEL_18:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_19:reserved_words:49 entry 52
LEVEL_19:reserved_words:49 52:"const":0:54 = "f":353 FALSE
LEVEL_19:reserved_words:49 54:"var":0:56 = "f":353 FALSE
LEVEL_19:reserved_words:49 56:"procedure":0:58 = "f":353 FALSE
LEVEL_19:reserved_words:49 58:"call":0:60 = "f":353 FALSE
LEVEL_19:reserved_words:49 60:"begin":0:62 = "f":353 FALSE
LEVEL_19:reserved_words:49 62:"end":0:64 = "f":353 FALSE
LEVEL_19:reserved_words:49 64:"if":0:66 = "f":353 FALSE
LEVEL_19:reserved_words:49 66:"then":0:68 = "f":353 FALSE
LEVEL_19:reserved_words:49 68:"while":0:70 = "f":353 FALSE
LEVEL_19:reserved_words:49 70:"do":0:0 = "f":353 FALSE
LEVEL_19:reserved_words:49 FALSE
LEVEL_18:name:39 46:EXCLUDE_OFF:0:0
LEVEL_18:name:39 TRUE
LEVEL_17:factor:323 TRUE
LEVEL_16:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_17:mul_div:112 entry 115
LEVEL_17:mul_div:112 115:"*":0:118 = "-":354 FALSE
LEVEL_17:mul_div:112 118:"/":0:0 = "-":354 FALSE
LEVEL_17:mul_div:112 FALSE
LEVEL_16:term:311 TRUE
LEVEL_15:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_16:plus_minus:102 entry 105
LEVEL_16:plus_minus:102 105:"+":0:108 = "-":354 FALSE
LEVEL_16:plus_minus:102 108:"-":0:0 = "-":354 TRUE
LEVEL_16:plus_minus:102 TRUE
LEVEL_15:expression:294 307:"term"-->311 NON_TERMINAL
LEVEL_16:term:311 entry 314
LEVEL_16:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_17:factor:323 entry 326
LEVEL_17:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_18:name:39 entry 42
LEVEL_18:name:39 42:EXCLUDE_ON:44:0
LEVEL_18:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_19:reserved_words:49 entry 52
LEVEL_19:reserved_words:49 52:"const":0:54 = "g":355 FALSE
LEVEL_19:reserved_words:49 54:"var":0:56 = "g":355 FALSE
LEVEL_19:reserved_words:49 56:"procedure":0:58 = "g":355 FALSE
LEVEL_19:reserved_words:49 58:"call":0:60 = "g":355 FALSE
LEVEL_19:reserved_words:49 60:"begin":0:62 = "g":355 FALSE
LEVEL_19:reserved_words:49 62:"end":0:64 = "g":355 FALSE
LEVEL_19:reserved_words:49 64:"if":0:66 = "g":355 FALSE
LEVEL_19:reserved_words:49 66:"then":0:68 = "g":355 FALSE
LEVEL_19:reserved_words:49 68:"while":0:70 = "g":355 FALSE
LEVEL_19:reserved_words:49 70:"do":0:0 = "g":355 FALSE
LEVEL_19:reserved_words:49 FALSE
LEVEL_18:name:39 46:EXCLUDE_OFF:0:0
LEVEL_18:name:39 TRUE
LEVEL_17:factor:323 TRUE
LEVEL_16:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_17:mul_div:112 entry 115
LEVEL_17:mul_div:112 115:"*":0:118 = ";":356 FALSE
LEVEL_17:mul_div:112 118:"/":0:0 = ";":356 FALSE
LEVEL_17:mul_div:112 FALSE
LEVEL_16:term:311 TRUE
LEVEL_15:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_16:plus_minus:102 entry 105
LEVEL_16:plus_minus:102 105:"+":0:108 = ";":356 FALSE
LEVEL_16:plus_minus:102 108:"-":0:0 = ";":356 FALSE
LEVEL_16:plus_minus:102 FALSE
LEVEL_15:expression:294 TRUE
LEVEL_14:operator_content:198 TRUE
LEVEL_13:operator:264 TRUE
LEVEL_12:operator_content:198 TRUE
LEVEL_11:operator:264 TRUE
LEVEL_10:operator_content:198 233:";":235:238 = ";":356 TRUE
LEVEL_10:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_11:operator:264 entry 269
LEVEL_11:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_12:operator_content:198 entry 204
LEVEL_12:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_13:name:39 entry 42
LEVEL_13:name:39 42:EXCLUDE_ON:44:0
LEVEL_13:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_14:reserved_words:49 entry 52
LEVEL_14:reserved_words:49 52:"const":0:54 = "end":362 FALSE
LEVEL_14:reserved_words:49 54:"var":0:56 = "end":362 FALSE
LEVEL_14:reserved_words:49 56:"procedure":0:58 = "end":362 FALSE
LEVEL_14:reserved_words:49 58:"call":0:60 = "end":362 FALSE
LEVEL_14:reserved_words:49 60:"begin":0:62 = "end":362 FALSE
LEVEL_14:reserved_words:49 62:"end":0:64 = "end":362 TRUE
LEVEL_14:reserved_words:49 TRUE
LEVEL_13:name:39 FALSE
LEVEL_12:operator_content:198 217:"call":219:228 = "end":362 FALSE
LEVEL_12:operator_content:198 228:"begin":230:243 = "end":362 FALSE
LEVEL_12:operator_content:198 243:"if":245:254 = "end":362 FALSE
LEVEL_12:operator_content:198 254:"while":256:0 = "end":362 FALSE
LEVEL_12:operator_content:198 FALSE
LEVEL_11:operator:264 TRUE
LEVEL_10:operator_content:198 233:";":235:238 = "end":362 FALSE
LEVEL_10:operator_content:198 238:"end":0:0 = "end":362 TRUE
LEVEL_10:operator_content:198 TRUE
LEVEL_9:operator:264 TRUE
LEVEL_8:operator_content:198 TRUE
LEVEL_7:operator:264 TRUE
LEVEL_6:operator_content:198 233:";":235:238 = ";":363 TRUE
LEVEL_6:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_7:operator:264 entry 269
LEVEL_7:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_8:operator_content:198 entry 204
LEVEL_8:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_9:name:39 entry 42
LEVEL_9:name:39 42:EXCLUDE_ON:44:0
LEVEL_9:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_10:reserved_words:49 entry 52
LEVEL_10:reserved_words:49 52:"const":0:54 = "z":369 FALSE
LEVEL_10:reserved_words:49 54:"var":0:56 = "z":369 FALSE
LEVEL_10:reserved_words:49 56:"procedure":0:58 = "z":369 FALSE
LEVEL_10:reserved_words:49 58:"call":0:60 = "z":369 FALSE
LEVEL_10:reserved_words:49 60:"begin":0:62 = "z":369 FALSE
LEVEL_10:reserved_words:49 62:"end":0:64 = "z":369 FALSE
LEVEL_10:reserved_words:49 64:"if":0:66 = "z":369 FALSE
LEVEL_10:reserved_words:49 66:"then":0:68 = "z":369 FALSE
LEVEL_10:reserved_words:49 68:"while":0:70 = "z":369 FALSE
LEVEL_10:reserved_words:49 70:"do":0:0 = "z":369 FALSE
LEVEL_10:reserved_words:49 FALSE
LEVEL_9:name:39 46:EXCLUDE_OFF:0:0
LEVEL_9:name:39 TRUE
SEMANTIC_TOKEN AT 206: SEM_LET
LEVEL_8:operator_content:198 208:":=":210:0 = ":=":370 SEMANTIC DECODE: SEM_LET=":="
 TRUE
SEMANTIC_TOKEN AT 210: SEM_DONE
LEVEL_8:operator_content:198 212:"expression"-->294 NON_TERMINAL
LEVEL_9:expression:294 entry 298
LEVEL_9:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_10:plus_minus:102 entry 105
LEVEL_10:plus_minus:102 105:"+":0:108 = "f":371 FALSE
LEVEL_10:plus_minus:102 108:"-":0:0 = "f":371 FALSE
LEVEL_10:plus_minus:102 FALSE
LEVEL_9:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_10:term:311 entry 314
LEVEL_10:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_11:factor:323 entry 326
LEVEL_11:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_12:name:39 entry 42
LEVEL_12:name:39 42:EXCLUDE_ON:44:0
LEVEL_12:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_13:reserved_words:49 entry 52
LEVEL_13:reserved_words:49 52:"const":0:54 = "f":371 FALSE
LEVEL_13:reserved_words:49 54:"var":0:56 = "f":371 FALSE
LEVEL_13:reserved_words:49 56:"procedure":0:58 = "f":371 FALSE
LEVEL_13:reserved_words:49 58:"call":0:60 = "f":371 FALSE
LEVEL_13:reserved_words:49 60:"begin":0:62 = "f":371 FALSE
LEVEL_13:reserved_words:49 62:"end":0:64 = "f":371 FALSE
LEVEL_13:reserved_words:49 64:"if":0:66 = "f":371 FALSE
LEVEL_13:reserved_words:49 66:"then":0:68 = "f":371 FALSE
LEVEL_13:reserved_words:49 68:"while":0:70 = "f":371 FALSE
LEVEL_13:reserved_words:49 70:"do":0:0 = "f":371 FALSE
LEVEL_13:reserved_words:49 FALSE
LEVEL_12:name:39 46:EXCLUDE_OFF:0:0
LEVEL_12:name:39 TRUE
LEVEL_11:factor:323 TRUE
LEVEL_10:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_11:mul_div:112 entry 115
LEVEL_11:mul_div:112 115:"*":0:118 = ";":372 FALSE
LEVEL_11:mul_div:112 118:"/":0:0 = ";":372 FALSE
LEVEL_11:mul_div:112 FALSE
LEVEL_10:term:311 TRUE
LEVEL_9:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_10:plus_minus:102 entry 105
LEVEL_10:plus_minus:102 105:"+":0:108 = ";":372 FALSE
LEVEL_10:plus_minus:102 108:"-":0:0 = ";":372 FALSE
LEVEL_10:plus_minus:102 FALSE
LEVEL_9:expression:294 TRUE
LEVEL_8:operator_content:198 TRUE
LEVEL_7:operator:264 TRUE
LEVEL_6:operator_content:198 233:";":235:238 = ";":372 TRUE
LEVEL_6:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_7:operator:264 entry 269
LEVEL_7:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_8:operator_content:198 entry 204
LEVEL_8:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_9:name:39 entry 42
LEVEL_9:name:39 42:EXCLUDE_ON:44:0
LEVEL_9:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_10:reserved_words:49 entry 52
LEVEL_10:reserved_words:49 52:"const":0:54 = "end":374 FALSE
LEVEL_10:reserved_words:49 54:"var":0:56 = "end":374 FALSE
LEVEL_10:reserved_words:49 56:"procedure":0:58 = "end":374 FALSE
LEVEL_10:reserved_words:49 58:"call":0:60 = "end":374 FALSE
LEVEL_10:reserved_words:49 60:"begin":0:62 = "end":374 FALSE
LEVEL_10:reserved_words:49 62:"end":0:64 = "end":374 TRUE
LEVEL_10:reserved_words:49 TRUE
LEVEL_9:name:39 FALSE
LEVEL_8:operator_content:198 217:"call":219:228 = "end":374 FALSE
LEVEL_8:operator_content:198 228:"begin":230:243 = "end":374 FALSE
LEVEL_8:operator_content:198 243:"if":245:254 = "end":374 FALSE
LEVEL_8:operator_content:198 254:"while":256:0 = "end":374 FALSE
LEVEL_8:operator_content:198 FALSE
LEVEL_7:operator:264 TRUE
LEVEL_6:operator_content:198 233:";":235:238 = "end":374 FALSE
LEVEL_6:operator_content:198 238:"end":0:0 = "end":374 TRUE
LEVEL_6:operator_content:198 TRUE
LEVEL_5:operator:264 TRUE
LEVEL_4:block:178 TRUE
LEVEL_3:proc_sector:163 174:";":0:0 = ";":375 TRUE
LEVEL_3:proc_sector:163 TRUE
LEVEL_2:block:178 191:"proc_sector"-->163 NON_TERMINAL
